Company ID,name,Website,Number of Locations Band,Years in Business Band,Employee Band,Revenue Band
12706849,virtelweb.com,virtelweb.com, 10-29, 16-20, 1-9, $500K-$999K
13100066,,,,,,
118088740,ImExHS,imexhs.com, 1-9, 11-15, 100-499, $10M-$24.9M
13362211,de,de-soft.com, 1-9, 04-05, 1-9, $500K-$999K
12575782,Tempus Labs,tempus.com, 10-29, 09-10," 1,000+", $10M-$24.9M
12837928,Nuvu,nuvu.cc, 1-9, 11-15, 1-9, <$100K
12444713,DP6,dp6.com.br, 1-9, 16-20, 100-499, $10M-$24.9M
107209770,WSC,wsc-sa.com, 1-9, 04-05, 1-9, $100K-$499K
12575794,Belaitech Automacao Comercial,belaitech.com.br, 1-9, 26-30, 1-9, <$100K
14017587,Vertek Corporation,vertek.com, 1-9, 31+, 100-499, $10M-$24.9M
12444725,atm grupo ti,atmgrupotecnologico.com, 1-9, 11-15, 1-9, <$100K
12575800,Ubicua Soluciones,ubicua.mx, 1-9, 21-25, 10-99, $1M-$2.49M
13100091,servcom-it,servcom-it.com, 1-9, 09-10, 1-9, <$100K
12444736,OneLab,onelabsoft.com, 1-9, 16-20, 1-9, $500K-$999K
111928386,ATT Santos,attsantos.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
111535171,Cointic,cointic.com.mx, 1-9, 09-10, 10-99, $1M-$2.49M
12575814,Coffee Bean Technology,coffeebeantech.com, 1-9, 16-20, 1-9, $500K-$999K
12837960,CANARITECH DISTRIBUCIONES SL,canaritech.com, 1-9, 04-05, 1-9, $100K-$499K
118088786,Itproviders Consulting Services,itps.one, 1-9, 16-20, 10-99, $1M-$2.49M
118088794,Victor Manuel Jurado Escobar,compunextjz.com, 1-9, 00-01, 1-9, <$100K
118088800,Servicio y Consultoria Profesional,scp-online.net, 1-9, 06-08, 1-9, <$100K
13100129,,,,,,
107340901,D'LAP SYSTEMS,delapsystems.com, 1-9, 11-15, 1-9, $100K-$499K
13100140,Micros y Sistemas Profesionales,microsy.com.mx, 1-9, 31+, 10-99, <$100K
92267631,Appsolutionss,appsolutionss.com, 1-9, 04-05, 1-9, <$100K
12444785,CriTech Research,critech.com, 1-9, 31+, 100-499, $10M-$24.9M
15197302,Midasoft,midasoft.com, 1-9, 21-25, 500-999, $50M-$99M
112321670,Fibexav,fibexav.com, 1-9, 09-10, 10-99, $1M-$2.49M
12838035,Druid,druid.com.br, 1-9, 26-30, 10-99, $1M-$2.49M
12444821,Sinch,sinch.com, 10-29, 11-15," 1,000+", $1B-$4.9B
12706973,Corporativo Nethost de C.V.,nethost.com.mx, 1-9, 04-05, 1-9, $100K-$499K
12444832,Suprasys,suprasys.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
118088865,Zatarra Servicios Integrales,zatarraserviciosintegrales.com, 1-9, 21-25, 1-9, <$100K
13362336,TLD COMPUTERS,tld.com, 10-29, 31+, 100-499, $10M-$24.9M
111666339,Precision Planting,precisionplanting.com, 1-9, 26-30, 100-499, $10M-$24.9M
12838054,Netpoint Sistemas,netpoint.inf.br, 1-9, 26-30, 1-9, <$100K
13362343,Cartodata,cartodata.com, 1-9, 26-30, 10-99, $5M-$9.9M
111928488,Green Informatica,greeninformatica.com.uy, 1-9,-, 1-9, <$100K
13362346,Tecnologiadigital,tecnologiadigital.net.br, 1-9, 04-05, 1-9, <$100K
13100207,,,,,,
13100209,nuestrosite.com,nuestrosite.com, 1-9, 26-30, 1-9, $500K-$999K
15197362,NUVU SOFTWARE,nuvusoftware.com, 1-9, 26-30, 1-9, $500K-$999K
115336370,studio loja softwares,studioloja.com.br, 1-9, 11-15, 1-9, <$100K
12444853,Presagis Canada,presagis.com, 10-29, 16-20, 100-499, $10M-$24.9M
15197365,NJ TECHNOLOGY,njtechnology.com, 1-9, 09-10, 1-9, $100K-$499K
13100214,Pick Professional Center,ppcsoftware.com, 1-9, 31+, 10-99, $1M-$2.49M
111928503,Tecnocomp Computacion,tecnocomp.cl, 1-9, 21-25, 1-9, <$100K
112321721,ASZENDER,aszender.com, 1-9, 11-15, 1-9, $500K-$999K
15197371,Newpointsoftware,newpointsoftware.com, 1-9, 04-05, 1-9, <$100K
118088895,Aliado Estrategico De Cooperacion Peruana,aliescooper.com, 1-9,-, 1-9, <$100K
15197377,MNS INFORMATICA,mwctecnologia.com, 1-9, 06-08, 1-9, $100K-$499K
12838087,Frequence,frequence.com, 1-9, 11-15, 100-499, $10M-$24.9M
13100239,Solutions,solutions.ht, 1-9, 21-25, 10-99, $1M-$2.49M
92267729,Feng Office,fengoffice.com, 1-9, 16-20, 10-99, $1M-$2.49M
111928531,,,,,,
111928532,,,,,,
118088917,Vultr Holdings,vultr.com, 30-49, 11-15, 10-99, $25M-$49M
111928544,,,,,,
111928546,It-Market Home,itmh.cl, 1-9, 04-05, 1-9, $500K-$999K
13100261,Datalogic Systems,datalogicsys.com, 1-9, 16-20, 1-9, $500K-$999K
12444902,Datacenters.com,datacenters.com, 10-29, 09-10, 100-499, $10M-$24.9M
13100265,OmegaTech Automacao Industrial,omegatech.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
13362417,Coresphere,coresphere.com.br, 1-9, 21-25, 1-9, <$100K
12444915,Rackspace Hosting,rackspace.com, 100+, 26-30," 1,000+", $1B-$4.9B
111928563,Secoch M&C,secoch.cl, 1-9, 21-25, 1-9, <$100K
112321782,gmh,shopping-panama.com, 1-9, 11-15, 1-9, <$100K
15197432,,,,,,
111928570,Iac Ingenier,iac.cl, 1-9, 26-30, 10-99, $1M-$2.49M
15197437,Praetersoftware,praetersoftware.com, 1-9, 04-05, 1-9, <$100K
112321798,Suporte,suporte.be, 1-9, 11-15, 1-9, $500K-$999K
13100309,CORPORACION REIMEX CONSOLIDADA S.A.C,reimexperu.com, 1-9, 04-05, 1-9, $500K-$999K
12838169,,,,,,
92136735,Codealike,codealike.com, 1-9, 11-15, 1-9, $500K-$999K
12838184,,,,,,
13100330,stormtech,stormtech.co.za, 1-9, 31+, 1-9, <$100K
12444972,Software Punto De Venta,softwarepuntodeventa.cl, 1-9, 04-05, 1-9, <$100K
15197485,PRONET INFORMATICA SL,pronet-informatica.com, 1-9, 04-05, 1-9, $100K-$499K
12444975,,,,,,
12444984,Cloud Payments Network,cloudpayments.com, 1-9, 06-08, 10-99, $5M-$9.9M
107341115,Denky,denkybo.com, 1-9, 06-08, 1-9, $1M-$2.49M
13100358,PROACTIVE TECHNOLOGY,proactivetechltd.com, 1-9, 04-05, 1-9, <$100K
12707143,Soluciones Innovadoras en Tecnologia para empresas de C.V.,sitemsa.com.mx, 1-9, 04-05, 10-99, $1M-$2.49M
12707149,Teledyne LeCroy,teledynelecroy.com, 10-29, 31+, 100-499, $10M-$24.9M
12707158,Solucionestai,solucionestai.com, 1-9, 11-15, 1-9, <$100K
111535448,,,,,,
15197529,Q-service,qservice.eu, 1-9, 04-05, 1-9, <$100K
112321896,pv computers,pvcomputers.com, 1-9, 11-15, 1-9, <$100K
13100392,Primetek Computadores,primetek.com.br, 1-9, 26-30, 100-499, $10M-$24.9M
12576104,sab automacao comercial,sabautomacao.com.br, 1-9, 16-20, 1-9, <$100K
12838256,,,,,,
12707185,Castle Intelligence,castle.io, 10-29, 11-15, 1-9, $500K-$999K
12445046,SmartSolutia,smartsolutia.com, 1-9, 16-20, 1-9, $500K-$999K
13100407,Humantech Knowledge Management,humantech.com.br, 1-9, 16-20, 10-99, $1M-$2.49M
15197560,Security Electronics Peru,securityelectronicsperu.com, 1-9, 04-05, 1-9, <$100K
13100413,WTR SISTEMAS E SOLUCOES EM TI,wtrsistemas.com.br, 1-9, 11-15, 1-9, <$100K
12707199,Oraculo,oraculo.systems, 1-9, 06-08, 1-9, <$100K
107341194,Elastix Appliance,depot.com.ar, 1-9, 02-03, 1-9, $500K-$999K
15197587,SBRT Computing de C.V.,sbrt-computing.com, 1-9, 16-20, 10-99, $2.5M-$4.9M
12707220,Genesis Consulting,genesisconsulting.com, 1-9, 16-20, 100-499, $10M-$24.9M
12576148,Adm SoluASSAues De Tecnologia Me,assistesolucoes.com.br, 1-9, 04-05, 1-9, <$100K
12576150,Alexa Translations,alexatranslations.com, 1-9, 21-25, 10-99, $1M-$2.49M
13100444,Pitmansoft,pitmansoft.com, 1-9, 04-05, 1-9, <$100K
12576157,Rkv Group,rkvg.com, 1-9, 31+, 10-99, $5M-$9.9M
12445088,Magnus Software,magnusoft.com, 1-9, 04-05, 10-99, $1M-$2.49M
12707239,Digital Xplore,digitalxplore.com, 1-9, 09-10, 1-9, $500K-$999K
12707240,Oportutek Chile SpA,oportutek.cl, 1-9, 31+, 1-9, $1M-$2.49M
13100456,NeoSOFT,neosofttech.com, 10-29, 26-30," 1,000+", $25M-$49M
15197616,Sintel Group,sintel.com, 1-9, 31+, 10-99, $1M-$2.49M
12838323,Methode Electronics,methodedatamate.com, 1-9, 04-05," 1,000+", $1B-$4.9B
12445109,Gaspari Treinamento,gasparitecnologia.com.br, 1-9, 06-08, 1-9, <$100K
13100471,Qvest Group,qvest.com, 10-29, 31+, 10-99, $500K-$999K
112321976,ec technologies,ectechnologies.com.br, 1-9, 06-08, 1-9, <$100K
92267962,Fanatee,fanatee.com, 1-9, 11-15, 10-99, $1M-$2.49M
15197626,SPECTRUM INFORMATICA S.L.,spectruminformatica.com, 1-9, 11-15, 1-9, <$100K
111666620,IMEQMO,imeqmo.com, 1-9, 26-30, 10-99, $1M-$2.49M
13100477,Real Time Solutions,rtsolutions.com, 1-9, 21-25, 10-99, $1M-$2.49M
15197631,Sisappweb,sisappweb.com, 1-9, 06-08, 1-9, <$100K
12445123,Tydy,tydy.co, 1-9, 09-10, 1-9, $500K-$999K
15197636,MISSING LINK,softwaremissinglink.com, 1-9, 11-15, 1-9, $500K-$999K
14017990,ecoh tech,ecohtech.com.br, 1-9, 21-25, 1-9, <$100K
15197640,SISTEMA UFFICIO SRL,sistemaufficio.net, 1-9, 04-05, 1-9, $100K-$499K
12445129,Npartner Solu,npartner.com.br, 1-9, 11-15, 1-9, $500K-$999K
12445130,Sistemalechef,sistemalechef.com.br, 1-9, 04-05, 1-9, <$100K
107341262,GRS INFORMATICA EIRELI,deltatronicinformatica.com.br, 1-9, 26-30, 1-9, $100K-$499K
12707293,Four J's Development Tools,4js.com, 10-29, 31+, 10-99, $5M-$9.9M
12707297,,,,,,
12576229,Mill5,mill5.com, 1-9, 09-10, 10-99, $1M-$2.49M
15197673,SincroPool,sincropool.com, 1-9, 11-15, 1-9, $500K-$999K
15197681,Sol Computers,solcomputers.info, 1-9, 06-08, 1-9, <$100K
12576248,Threatshield Security,threatshieldsecurity.com, 1-9, 09-10, 1-9, $500K-$999K
12707323,Infinite Technology Grp,infinitecorporation.com, 10-29, 31+, 100-499, $10M-$24.9M
12707327,Scybers,scybers.com, 1-9, 06-08, 1-9, $500K-$999K
15197696,Somnio Software,somniosoftware.com, 1-9, 06-08, 1-9, $500K-$999K
12445185,,,,,,
13100547,Jebsweb,jebsweb.com.br, 1-9, 31+, 1-9, <$100K
15197701,Symetrix Soft,symetrixsoft.com, 1-9, 11-15, 1-9, <$100K
12838405,,,,,,
15197703,Taller Webmaster,tallerwebmaster.com, 1-9, 04-05, 1-9, <$100K
12838409,PADILLA JULIO SOLUCIONES TECNOLOGICAS,padillajulio.co, 1-9, 04-05, 1-9, <$100K
12838414,Motoman,motoman.com, 10-29, 31+, 500-999, $50M-$99M
15197712,CONECTIL,sysbares.com, 1-9, 04-05, 1-9, $100K-$499K
115336727,Synergy TPC,synergytpc.com, 1-9, 16-20, 1-9, $500K-$999K
13362716,,,,,,
12707359,Magna IV Engineering,magnaiv.com, 30-49, 31+, 100-499, $25M-$49M
15197727,suriname cloud services,surinameclouds.com, 1-9, 06-08, 1-9, <$100K
115205669,Oficina Do Notebook,oficinadonotebook.com.br, 1-9, 21-25, 1-9, $500K-$999K
92005927,devworkz.net,devworkz.net, 1-9, 21-25, 1-9, $500K-$999K
115336748,TSY SERVICES,synthetic.works, 1-9, 09-10, 1-9, $100K-$499K
12838445,V2S Corporation,v2s.us, 10-29, 16-20, 10-99, $5M-$9.9M
12576303,FWPR,fwpr.com, 1-9, 21-25, 10-99, $10M-$24.9M
12838449,Quality Sistemas,qualitysistemas.com, 1-9, 04-05, 1-9, <$100K
111666740,CESON,ceson.com.mx, 1-9, 16-20, 10-99, $500K-$999K
15197749,thundercomm.com,thundercomm.com, 10-29, 09-10, 1-9, $500K-$999K
13362751,EPI-USE Labs,epiuselabs.com, 30-49, 31+," 1,000+", $100M-$499M
12838463,ict-consulting tecnologia para la educacion,ict-consulting.com.ar, 1-9, 11-15, 1-9, <$100K
12707410,Industrial Info Resources,industrialinfo.com, 10-29, 31+, 500-999, $50M-$99M
12838484,Pretorian TecnologAa De InformaciA3n,pretorian.net, 1-9, 16-20, 1-9, <$100K
115336791,SYSTEMS AND INTEGRATION SERVICES,systemsandintegration.com, 1-9, 21-25, 1-9, $100K-$499K
12576350,CWI Software,cwi.com.br, 1-9, 31+, 500-999, $50M-$99M
12576353,Myc Telecom,myctelecom.com.mx, 1-9, 04-05, 1-9, <$100K
111928945,arilmaq,arilmaq.com.br, 1-9, 31+, 1-9, <$100K
111928947,Mondragon Assembly,mondragon-assembly.com, 1-9, 31+, 100-499, $25M-$49M
12707445,USCOM SAS,uscom.net.co, 10-29, 02-03, 1-9, $500K-$999K
12707446,Estrategias Computacionales de C.V.,estrategiascomputacionales.com.mx, 1-9, 11-15, 10-99, $1M-$2.49M
111928962,National Institute of Telecommunications,inatel.br, 1-9, 31+, 500-999, $100M-$499M
12838534,Comware Technology International,comwaretech.com, 1-9, 31+, 1-9, $1M-$2.49M
115205785,"Onblue Solutions, C.A",onbluesolutions.com, 1-9, 16-20, 1-9, $500K-$999K
13362841,H3 - COMERCIO DE PRODUTOS DE INFORMATICA,hospitalcomputador.com.br, 1-9, 04-05, 1-9, $100K-$499K
12576413,Sos Technologies Sdv,sostechnology.net, 1-9, 09-10, 10-99, $1M-$2.49M
12707487,disasteraware enterprise,disasteraware.com, 1-9, 11-15, 1-9, <$100K
112715444,Nearsure,nearsure.com, 1-9, 21-25, 500-999, $50M-$99M
12707509,Earthwork Services,earthworkservices.com, 1-9, 06-08, 10-99, $1M-$2.49M
12707510,Master Servi,masterservices.com.br, 1-9, 11-15, 10-99, $5M-$9.9M
92268241,malwareanalysis.co,malwareanalysis.co, 1-9, 06-08, 1-9, <$100K
107210455,TCSERVICES CO,tcservices.co, 1-9, 11-15, 1-9, <$100K
13362906,"edesigns.com, 360o web agency world wide",edesigns.com, 1-9, 16-20, 1-9, <$100K
12576484,Infotlan de C.V.,infotlan-ti.com, 1-9, 21-25, 10-99, <$100K
111929062,,,,,,
92137191,data roka,dataroka.com, 1-9, 26-30, 1-9, $1M-$2.49M
12838631,I. L. MENDES JUNIOR EIRELI,finktecnologia.com.br, 1-9, 11-15, 1-9, $500K-$999K
12838637,,,,,,
12576495,COPYSOLUTION,copysolution.com, 1-9, 26-30, 10-99, $1M-$2.49M
12838640,Invoiceone,invoiceone.com.mx, 1-9, 16-20, 10-99, $1M-$2.49M
12707570,Teleinnova,teleinnova.com, 1-9, 04-05, 1-9, <$100K
12576502,TORO Tecnologia,torotecnologia.com.br, 1-9, 06-08, 1-9, <$100K
12445431,4flow,4flow.com, 10-29, 21-25, 100-499, $10M-$24.9M
12838650,Insoltec,insoltec.cl, 1-9, 11-15, 10-99, $1M-$2.49M
112322311,Document Colombia,v-document.com, 1-9, 21-25, 10-99, $1M-$2.49M
15197967,Certificados Digitales,certificadosdigitales.net, 1-9, 16-20, 1-9, <$100K
92006159,N3 TECNOLOGIA,n3tecnologia.com, 1-9, 06-08, 1-9, $100K-$499K
115205910,open solutions,opensolutions.mobi, 1-9, 21-25, 1-9, <$100K
12576540,Svrinformatica,svrinformatica.com, 1-9, 04-05, 1-9, <$100K
15197985,Clover Technologies,clovertechnologiesllc.com, 1-9, 06-08, 1-9, <$100K
13362983,Gaussian,gaussian.com.br, 1-9, 31+, 1-9, <$100K
12707630,Zentury,zenturysec.com, 1-9, 06-08, 10-99, $1M-$2.49M
12576572,Advm2Msec,advm2msec.com, 1-9, 04-05, 10-99, $1M-$2.49M
12576577,Cask,casknx.com, 10-29, 21-25, 100-499, $25M-$49M
111929153,locicero sistemas,lociceroweb.com.ar, 1-9, 31+, 1-9, <$100K
12445511,Easy Money Title Pawn,emtp.com, 1-9, 31+, 10-99, $1M-$2.49M
14018376,avanti systems,avantisystems.com.br, 1-9, 31+, 1-9, <$100K
112322377,dynamic tech,d-tech.co, 1-9, 11-15, 1-9, <$100K
12707657,,,,,,
111929161,Birdie,birdie.cl, 1-9, 16-20, 1-9, $500K-$999K
15198028,Ctare,ctare.cloud, 1-9, 04-05, 1-9, <$100K
12838735,Simtech,simtech.com.mx, 1-9, 26-30, 1-9, <$100K
15198032,Cristallight,cristallight.com, 1-9, 04-05, 1-9, <$100K
12707669,,,,,,
111667031,ICAP,grupoicap.com, 1-9, 16-20, 10-99, $1M-$2.49M
12445534,Acumen Telecomunicaciones,acumen.mx, 1-9, 31+, 10-99, $1M-$2.49M
12707689,Nextcore Consulting,nextcore.com.mx, 1-9, 11-15, 10-99, <$100K
15198058,Costa Rica Software Services,costaricasoftwareservices.com, 1-9, 09-10, 10-99, $1M-$2.49M
13363053,MPR Associates,mpr.com, 30-49, 31+, 100-499, $50M-$99M
12445555,Delaware Consulting,delawareconsulting.com, 10-29, 21-25," 1,000+", $100M-$499M
107210617,Techinformatique,techinformatique.fr, 1-9, 11-15, 1-9, <$100K
13100924,egrc consulting,egrcconsulting.com.co, 1-9, 11-15, 1-9, <$100K
13100926,emBlue email marketing,embluemail.com, 1-9, 11-15, 10-99, $1M-$2.49M
12445567,Comtest Networks,comtestnetworks.com, 1-9, 26-30, 10-99, $1M-$2.49M
13363075,"4bits, business, it & security",4bits.com.do, 1-9, 16-20, 1-9, <$100K
12445573,Ff Tecnologia,fftecnologia.com.br, 1-9, 11-15, 1-9, <$100K
12445576,Webtrends,webtrends.com, 10-29, 31+, 100-499, $10M-$24.9M
92006283,Alabama Solutions,alabamasolutions.com, 1-9, 06-08, 10-99, $1M-$2.49M
12445580,SEETI,seeti.com.mx, 1-9, 04-05, 10-99, $1M-$2.49M
12707729,media tools,mediatools.mx, 1-9, 11-15, 1-9, <$100K
15198119,Dint Ello Consulting,dintelloconsulting.com, 1-9, 04-05, 1-9, <$100K
13363112,Unifique,unifique.com.br, 1-9, 26-30, 500-999, $50M-$99M
12707753,Sensitech,sensitech.com, 10-29, 31+, 500-999, $50M-$99M
15198129,digital hub consulting,digitalhub.co, 1-9, 06-08, 1-9, <$100K
111929267,Lider Control Y Automatizacion,lidercontrol.com.mx, 1-9, 31+, 10-99, $1M-$2.49M
12707764,TEKTON LABS,tektonlabs.com, 10-29, 16-20, 10-99, $1M-$2.49M
107341756,BLUESHOPPING,blueshopping.net.br, 1-9, 11-15, 1-9, $100K-$499K
12576701,Seit Spa,seit.cl, 1-9, 16-20, 10-99, $1M-$2.49M
12445634,ScaleGrid,scalegrid.io, 30-49, 11-15, 10-99, $1M-$2.49M
12707783,Itel,itel.com.ar, 1-9, 26-30, 1-9, $500K-$999K
14018503,Next Technology,nexttech-tt.com, 1-9, 04-05, 1-9, <$100K
115337160,infosis informatica,datanis.com.br, 1-9,-, 1-9, <$100K
12576712,MM CONSULTING SERVICES,mmconsulting-pr.com, 1-9, 16-20, 1-9, <$100K
14018509,Capa Tres- Capa 3,capa3.com.mx, 1-9, 11-15, 100-499, $10M-$24.9M
12838865,clone networks,clone.cl, 1-9, 09-10, 1-9, <$100K
107341779,Black Box de Mexico,blackbox.com.mx, 1-9, 00-01, 10-99, $1M-$2.49M
12707796,NBAO INTEGRACION Y SERVICIOS TECNOLOGICOS,bitelecom.mx, 1-9, 11-15, 1-9, <$100K
14018524,Itdigitalmx,itdigital.com.mx, 1-9, 26-30, 1-9, $500K-$999K
111536095,CreaTIC,creatic.com.ec, 1-9, 11-15, 1-9, $500K-$999K
12445664,Compu Services de C.V.,compuservices.com.mx, 1-9, 11-15, 10-99, $500K-$999K
12576735,<<netbell>>,netbell.ru, 1-9, 11-15, 1-9, <$100K
107210722,,,,,,
15198181,DAYII CONSULTING,dayiiconsulting.com, 1-9, 04-05, 1-9, <$100K
14018534,Universidade Paulista,unip.br, 1-9, 31+," 1,000+", $1B-$4.9B
12445674,Law & Forensics,lawandforensics.com, 10-29, 16-20, 10-99, $1M-$2.49M
111929324,zona digital el salvador,zonadigitalsv.com, 1-9, 11-15, 1-9, <$100K
15198189,Digitall,digitall.com, 10-29, 04-05," 1,000+", $100M-$499M
15198195,Digital Flip,digitalflip.co, 1-9, 04-05, 1-9, <$100K
107210741,,,,,,
12707831,NOVA IP Tecnologia,novaip.com.br, 1-9, 21-25, 1-9, $500K-$999K
12576761,msti informatica,mstiinformatica.com.br, 1-9, 04-05, 1-9, <$100K
15198213,Emailsoftwares,emailsoftwares.com, 1-9, 09-10, 1-9, <$100K
15198215,Dnmtechs,dnmtechs.com, 1-9, 04-05, 1-9, <$100K
107210760,TECHLISE SOLUCOES EM TECNOLOGIA,techlise.com.br, 1-9, 11-15, 1-9, $100K-$499K
14018570,AMAZON,amazon.com.mx, 30-49, 06-08," 1,000+", $100M-$499M
92137489,Internet Gratis Vpn,internetgratisvpn.net, 10-29, 04-05, 1-9, <$100K
12838929,INT NETWORK SOLUTION SDN. BHD.,int-network.com, 1-9, 09-10, 10-99, $1M-$2.49M
12576785,vdesign,vdesign.com.ar, 1-9, 26-30, 1-9, <$100K
15198226,,,,,,
13101087,Aubay Spain,aubay.es, 1-9, 26-30, 500-999, $50M-$99M
92137506,VANE TECHNOLOGIES,vanetechnologies.com, 1-9, 04-05, 10-99, $1M-$2.49M
12707876,Ingram Micro,ingrammicro.com, 100+, 31+," 1,000+", $25B+
12576807,Inrsys,inrsys.com, 1-9, 09-10, 1-9, <$100K
107210792,360 Grados en Tecnologia de C.V.,tecdiglobal.net, 1-9, 21-25, 1-9, $100K-$499K
13101106,,,,,,
15198270,D-software Technology,dsoftwaretechnology.com, 1-9, 04-05, 1-9, <$100K
14018623,FLEXDATA TECNOLOGIA LTDA,flexdata.com.br, 1-9, 04-05, 1-9, $500K-$999K
12838975,Coinsa,coinsa.cl, 1-9, 31+, 10-99, $5M-$9.9M
12445762,Cinso Comunicaciones,cinsocomunicaciones.com, 1-9, 21-25, 10-99, $100K-$499K
13101124,Tyris Software,tyris-software.com, 1-9, 11-15, 10-99, $1M-$2.49M
107210820,,,,,,
92006470,Listo Servicios Digitales,listo.mx, 1-9, 11-15, 1-9, $500K-$999K
12838989,SYSCOM,syscom.com, 30-49, 31+, 100-499, $10M-$24.9M
14018642,"Avila Software, C.A",avilasoftware.com.ve, 1-9, 11-15, 1-9, $500K-$999K
111536219,Eucon Group,eucon.com, 1-9, 26-30, 100-499, $10M-$24.9M
15198305,Exalogic Consulting Fzc,exalogic.co, 1-9, 26-30, 1-9, <$100K
107341923,Blue Chip Technologies,bluechiptt.com, 1-9, 21-25, 1-9, <$100K
12707939,OpSec Security,opsecsecurity.com, 10-29, 31+, 500-999, $50M-$99M
13363306,Innovit,innovit.ag, 1-9, 31+, 10-99, $5M-$9.9M
12576877,"Ladron de Guevara Capistron, Rosy Janette",meteorosoft.com, 1-9, 06-08, 1-9, $100K-$499K
15198319,Gacelasoft,gacelasoft.com, 1-9, 11-15, 1-9, <$100K
14018672,OPTIMIZE,optimize.net.br, 1-9, 11-15, 1-9, $100K-$499K
12445809,IT OPLOSSING,itoplossing.com, 1-9, 11-15, 10-99, $500K-$999K
111929458,Integradores De Tecnologia,integradores.com.mx, 1-9, 26-30, 10-99, $5M-$9.9M
12839032,NGX SERVICOS,ngxit.com.br, 1-9, 04-05, 10-99, $1M-$2.49M
12707964,,,,,,
15198333,FOG HOSTING,foghosting.com, 1-9, 04-05, 1-9, <$100K
12576899,Fms Ingenieros,fmsingenieros.com, 1-9, 04-05, 1-9, <$100K
12576905,Network Cons,networkcons.com, 1-9, 04-05, 1-9, <$100K
13101202,SINCORA BRINDES E IMPRESSOES,sincoraweb.com, 1-9, 16-20, 1-9, <$100K
12707987,EVOLUTIONS IT,evolutions-it.com, 1-9, 06-08, 1-9, $500K-$999K
12445846,Ingenico Group - GCS,ingenico.com, 10-29, 31+," 1,000+", $1B-$4.9B
12576926,B-Max Media,bmaxmedia.com, 1-9, 16-20, 1-9, $500K-$999K
111667358,PLATINUM LOG,tpl.com.br, 1-9, 11-15, 1-9, $5M-$9.9M
14018721,Comtecsa Per,comtecsa.pe, 1-9, 11-15, 1-9, $500K-$999K
12576930,Mundomidia Softwares,mundomidiasoftwares.com.br, 1-9, 04-05, 1-9, <$100K
14018723,ITECH,itech.com.pe, 1-9, 04-05, 10-99, $2.5M-$4.9M
15198372,Frontline Systems,frontsys.com, 1-9, 04-05, 10-99, $1M-$2.49M
14018725,MANADEX,manadex.com, 1-9, 06-08, 10-99, $500K-$999K
15198379,ESSA SOFTWARE,essa-software.com, 1-9, 04-05, 1-9, <$100K
14018738,Servicios Monterrey Telecomunicaciones,smtelcom.com.mx, 1-9, 26-30, 1-9, <$100K
14018739,GRUPO VEC,grupovec.com, 1-9, 04-05, 1-9, $1M-$2.49M
15198391,help solucoes em tecnologia,helptecnologia.com, 1-9, 04-05, 1-9, <$100K
12708025,THE MOBILE COMPUTERMAN,computerman.com.au, 10-29, 31+, 1-9, $100K-$499K
14018746,Mario Martinez Trejo,pclabservice.com.mx, 1-9, 06-08, 1-9, <$100K
115206335,Docnix,docnix.com.br, 1-9, 31+, 10-99, $5M-$9.9M
12445887,matrix technology AG,matrix.ag, 1-9, 21-25, 100-499, $10M-$24.9M
14018759,Goldensnt,goldensnt.com, 1-9, 04-05, 10-99, $1M-$2.49M
14018761,MULTIMPORT S.R.L*,multimport.com.pe, 1-9, 04-05, 1-9, <$100K
114944201,NMS SOLUCOES INTEGRADAS EM GESTAO,nms.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
12445900,Universal E-business Solutions L L,uebiz.com, 1-9, 21-25," 1,000+", $1B-$4.9B
14018770,Be Prime,beprime.mx, 1-9, 04-05, 10-99, $1M-$2.49M
12708051,Rhino Systems,rhino.systems, 1-9, 11-15, 10-99, $1M-$2.49M
14018773,LOGON SOLUCOES,logonsolucoes.com.br, 1-9, 26-30, 1-9, $500K-$999K
12576983,attitude.com.br,attitude.com.br, 1-9, 26-30, 1-9, $500K-$999K
12576986,Wonit Tecnologia da Informacao,wonit.com.br, 1-9, 31+, 10-99, $1M-$2.49M
15198430,Global Solutions Latinoamerica,globalsolutionslt.com, 1-9, 02-03, 100-499, $10M-$24.9M
14018784,JFG Group S.A.C.,shoptech.com.pe, 1-9, 09-10, 1-9, $100K-$499K
14018787,,,,,,
15198438,,,,,,
111929577,,,,,,
14018798,NOVA TECHNOLOGIES,nova-tech.com.pe, 1-9, 04-05, 1-9, <$100K
14018800,Mmsoft,mmsoft.com.uy, 1-9, 16-20, 1-9, <$100K
14018801,id brasil,idcorpbrasil.com.br, 1-9, 06-08, 1-9, <$100K
14018808,pyramid consulting,pyramidconsulting.co, 10-29, 16-20, 1-9, <$100K
14018810,INFO STATION INFORMATICA,infostation.com.br, 1-9, 04-05, 1-9, $100K-$499K
14018811,World Soft Peru,worldsoftperu.com, 1-9, 04-05, 1-9, <$100K
12708092,Alfa Tecnologias De Informacion Y Comunicaciones,alfatic.mx, 1-9, 16-20, 1-9, <$100K
92268802,brb digital - canal homologado totvs,brb.digital, 1-9, 06-08, 1-9, <$100K
12839173,Inaxis,inaxis.com.ar, 1-9, 04-05, 10-99, $1M-$2.49M
